,state,agi_stub,returns,agi,inc,wages,interest,dividends,business,capital_gains,s_corp,rent,year,total,top_01,top_05,top_10,top_50,agi_01,agi_05,agi_10,agi_50,total_agi,sum_agi_01,sum_agi_05,sum_agi_10,sum_agi_50,total_sal_amt,sum_sal_01,sum_sal_05,sum_sal_10,sum_sal_50,total_int_amt,sum_int_01,sum_int_05,sum_int_10,sum_int_50,total_div_amt,sum_div_01,sum_div_05,sum_div_10,sum_div_50,total_businc_amt,sum_businc_01,sum_businc_05,sum_businc_10,sum_businc_50,total_cpgain_amt,sum_cpgain_01,sum_cpgain_05,sum_cpgain_10,sum_cpgain_50,total_scorp_amt,sum_scorp_01,sum_scorp_05,sum_scorp_10,sum_scorp_50,agi_stub_cat
3508,US,10,541410,1782809578,1795832495,516563567,53706815,124393219,30928359,576374373,373569974,,2018,141787679.0,1417877.0,7089384.0,14178768.0,70893840.0,545978.0,219840.0,153166.0,44556.0,11737993697.0,2406145830.0,4191154945.0,5472599388.0,10154390943.0,7786684839.0,856091566.0,2034044653.0,2961513632.0,6507616796.0,121552469.0,62584090.0,79586802.0,88275400.0,112911473.0,311842611.0,152848860.0,211363701.0,238308004.0,297949259.0,367351817.0,55293043.0,127410533.0,165074457.0,276345049.0,905020287.0,651002029.0,773683447.0,818975273.0,894680585.0,735253593.0,484834532.0,634562932.0,674821011.0,730681580.0,"$1,000,000 or more"
3509,AL,0,2062260,124429467,125765499,87302049,1003143,2206946,3270850,5545495,7349055,,2018,1912781.0,19128.0,95639.0,191278.0,956391.0,394842.0,176514.0,128965.0,38260.0,124972553.0,19115602.0,37427821.0,51683500.0,106129417.0,86094378.0,6885702.0,18799492.0,29273185.0,70828726.0,962147.0,362670.0,522367.0,605602.0,863848.0,2159786.0,893597.0,1366497.0,1575166.0,2052307.0,3435800.0,626544.0,1355053.0,1658802.0,2594173.0,5409994.0,3528250.0,4423050.0,4757927.0,5333709.0,7751532.0,5654306.0,7003125.0,7316104.0,7741354.0,No AGI Stub
3510,AL,1,25200,-1659210,-1638235,196575,36358,33120,-179923,105937,-415897,,2018,1912781.0,19128.0,95639.0,191278.0,956391.0,394842.0,176514.0,128965.0,38260.0,124972553.0,19115602.0,37427821.0,51683500.0,106129417.0,86094378.0,6885702.0,18799492.0,29273185.0,70828726.0,962147.0,362670.0,522367.0,605602.0,863848.0,2159786.0,893597.0,1366497.0,1575166.0,2052307.0,3435800.0,626544.0,1355053.0,1658802.0,2594173.0,5409994.0,3528250.0,4423050.0,4757927.0,5333709.0,7751532.0,5654306.0,7003125.0,7316104.0,7741354.0,Under $1
3511,AL,2,257170,1396447,1426003,1133214,17368,20683,117031,11319,-10066,,2018,1912781.0,19128.0,95639.0,191278.0,956391.0,394842.0,176514.0,128965.0,38260.0,124972553.0,19115602.0,37427821.0,51683500.0,106129417.0,86094378.0,6885702.0,18799492.0,29273185.0,70828726.0,962147.0,362670.0,522367.0,605602.0,863848.0,2159786.0,893597.0,1366497.0,1575166.0,2052307.0,3435800.0,626544.0,1355053.0,1658802.0,2594173.0,5409994.0,3528250.0,4423050.0,4757927.0,5333709.0,7751532.0,5654306.0,7003125.0,7316104.0,7741354.0,"$1 under $10,000"
3512,AL,3,511120,8725288,8839610,6964497,44977,49117,603569,38260,3607,,2018,1912781.0,19128.0,95639.0,191278.0,956391.0,394842.0,176514.0,128965.0,38260.0,124972553.0,19115602.0,37427821.0,51683500.0,106129417.0,86094378.0,6885702.0,18799492.0,29273185.0,70828726.0,962147.0,362670.0,522367.0,605602.0,863848.0,2159786.0,893597.0,1366497.0,1575166.0,2052307.0,3435800.0,626544.0,1355053.0,1658802.0,2594173.0,5409994.0,3528250.0,4423050.0,4757927.0,5333709.0,7751532.0,5654306.0,7003125.0,7316104.0,7741354.0,"$10,000 under $25,000"
3513,AL,4,503490,18157001,18323972,14984025,72378,93954,266606,89769,49464,,2018,1912781.0,19128.0,95639.0,191278.0,956391.0,394842.0,176514.0,128965.0,38260.0,124972553.0,19115602.0,37427821.0,51683500.0,106129417.0,86094378.0,6885702.0,18799492.0,29273185.0,70828726.0,962147.0,362670.0,522367.0,605602.0,863848.0,2159786.0,893597.0,1366497.0,1575166.0,2052307.0,3435800.0,626544.0,1355053.0,1658802.0,2594173.0,5409994.0,3528250.0,4423050.0,4757927.0,5333709.0,7751532.0,5654306.0,7003125.0,7316104.0,7741354.0,"$25,000 under $50,000"
3514,AL,5,274460,16850625,16999761,12963564,75666,129098,274067,136745,96881,,2018,1912781.0,19128.0,95639.0,191278.0,956391.0,394842.0,176514.0,128965.0,38260.0,124972553.0,19115602.0,37427821.0,51683500.0,106129417.0,86094378.0,6885702.0,18799492.0,29273185.0,70828726.0,962147.0,362670.0,522367.0,605602.0,863848.0,2159786.0,893597.0,1366497.0,1575166.0,2052307.0,3435800.0,626544.0,1355053.0,1658802.0,2594173.0,5409994.0,3528250.0,4423050.0,4757927.0,5333709.0,7751532.0,5654306.0,7003125.0,7316104.0,7741354.0,"$50,000 under $75,000"
3515,AL,6,174810,15149324,15275796,11293000,76181,143426,263754,176841,129970,,2018,1912781.0,19128.0,95639.0,191278.0,956391.0,394842.0,176514.0,128965.0,38260.0,124972553.0,19115602.0,37427821.0,51683500.0,106129417.0,86094378.0,6885702.0,18799492.0,29273185.0,70828726.0,962147.0,362670.0,522367.0,605602.0,863848.0,2159786.0,893597.0,1366497.0,1575166.0,2052307.0,3435800.0,626544.0,1355053.0,1658802.0,2594173.0,5409994.0,3528250.0,4423050.0,4757927.0,5333709.0,7751532.0,5654306.0,7003125.0,7316104.0,7741354.0,"$75,000 under $100,000"
3516,AL,7,243720,32741463,33032720,24072418,189503,454445,695566,700572,638882,,2018,1912781.0,19128.0,95639.0,191278.0,956391.0,394842.0,176514.0,128965.0,38260.0,124972553.0,19115602.0,37427821.0,51683500.0,106129417.0,86094378.0,6885702.0,18799492.0,29273185.0,70828726.0,962147.0,362670.0,522367.0,605602.0,863848.0,2159786.0,893597.0,1366497.0,1575166.0,2052307.0,3435800.0,626544.0,1355053.0,1658802.0,2594173.0,5409994.0,3528250.0,4423050.0,4757927.0,5333709.0,7751532.0,5654306.0,7003125.0,7316104.0,7741354.0,"$100,000 under $200,000"
3517,AL,8,59560,16764865,17027916,10355699,160506,495158,773342,985227,1671704,,2018,1912781.0,19128.0,95639.0,191278.0,956391.0,394842.0,176514.0,128965.0,38260.0,124972553.0,19115602.0,37427821.0,51683500.0,106129417.0,86094378.0,6885702.0,18799492.0,29273185.0,70828726.0,962147.0,362670.0,522367.0,605602.0,863848.0,2159786.0,893597.0,1366497.0,1575166.0,2052307.0,3435800.0,626544.0,1355053.0,1658802.0,2594173.0,5409994.0,3528250.0,4423050.0,4757927.0,5333709.0,7751532.0,5654306.0,7003125.0,7316104.0,7741354.0,"$200,000 under $500,000"
3518,AL,9,8820,5960246,6065610,2859338,83332,262644,284473,664449,1405217,,2018,1912781.0,19128.0,95639.0,191278.0,956391.0,394842.0,176514.0,128965.0,38260.0,124972553.0,19115602.0,37427821.0,51683500.0,106129417.0,86094378.0,6885702.0,18799492.0,29273185.0,70828726.0,962147.0,362670.0,522367.0,605602.0,863848.0,2159786.0,893597.0,1366497.0,1575166.0,2052307.0,3435800.0,626544.0,1355053.0,1658802.0,2594173.0,5409994.0,3528250.0,4423050.0,4757927.0,5333709.0,7751532.0,5654306.0,7003125.0,7316104.0,7741354.0,"$500,000 under $1,000,000"
3519,AL,10,3920,10343418,10412346,2479719,246874,525301,172365,2636376,3779293,,2018,1912781.0,19128.0,95639.0,191278.0,956391.0,394842.0,176514.0,128965.0,38260.0,124972553.0,19115602.0,37427821.0,51683500.0,106129417.0,86094378.0,6885702.0,18799492.0,29273185.0,70828726.0,962147.0,362670.0,522367.0,605602.0,863848.0,2159786.0,893597.0,1366497.0,1575166.0,2052307.0,3435800.0,626544.0,1355053.0,1658802.0,2594173.0,5409994.0,3528250.0,4423050.0,4757927.0,5333709.0,7751532.0,5654306.0,7003125.0,7316104.0,7741354.0,"$1,000,000 or more"
3520,AK,0,348990,25179637,25462885,17411303,170422,454980,844252,1043657,1295373,,2018,318228.0,3182.0,15911.0,31823.0,159114.0,444471.0,210294.0,159088.0,52056.0,25225022.0,2981184.0,6529147.0,9406300.0,21099511.0,17211946.0,1056876.0,3222341.0,5269215.0,13920934.0,164360.0,50535.0,81465.0,96855.0,148060.0,446209.0,141769.0,229756.0,273224.0,397587.0,885625.0,129497.0,291730.0,383037.0,712418.0,1026611.0,511447.0,741908.0,831417.0,1002885.0,1382174.0,878918.0,1167577.0,1244473.0,1374358.0,No AGI Stub
3521,AK,1,3410,-268039,-264921,39104,5521,3755,-50178,11810,-87688,,2018,318228.0,3182.0,15911.0,31823.0,159114.0,444471.0,210294.0,159088.0,52056.0,25225022.0,2981184.0,6529147.0,9406300.0,21099511.0,17211946.0,1056876.0,3222341.0,5269215.0,13920934.0,164360.0,50535.0,81465.0,96855.0,148060.0,446209.0,141769.0,229756.0,273224.0,397587.0,885625.0,129497.0,291730.0,383037.0,712418.0,1026611.0,511447.0,741908.0,831417.0,1002885.0,1382174.0,878918.0,1167577.0,1244473.0,1374358.0,Under $1
3522,AK,2,46530,219058,222253,136730,1967,8952,9072,1895,-519,,2018,318228.0,3182.0,15911.0,31823.0,159114.0,444471.0,210294.0,159088.0,52056.0,25225022.0,2981184.0,6529147.0,9406300.0,21099511.0,17211946.0,1056876.0,3222341.0,5269215.0,13920934.0,164360.0,50535.0,81465.0,96855.0,148060.0,446209.0,141769.0,229756.0,273224.0,397587.0,885625.0,129497.0,291730.0,383037.0,712418.0,1026611.0,511447.0,741908.0,831417.0,1002885.0,1382174.0,878918.0,1167577.0,1244473.0,1374358.0,"$1 under $10,000"
3523,AK,3,56490,985030,996718,755556,4872,15462,56089,6646,-293,,2018,318228.0,3182.0,15911.0,31823.0,159114.0,444471.0,210294.0,159088.0,52056.0,25225022.0,2981184.0,6529147.0,9406300.0,21099511.0,17211946.0,1056876.0,3222341.0,5269215.0,13920934.0,164360.0,50535.0,81465.0,96855.0,148060.0,446209.0,141769.0,229756.0,273224.0,397587.0,885625.0,129497.0,291730.0,383037.0,712418.0,1026611.0,511447.0,741908.0,831417.0,1002885.0,1382174.0,878918.0,1167577.0,1244473.0,1374358.0,"$10,000 under $25,000"
3524,AK,4,78040,2854558,2885295,2327579,8975,25979,107129,16911,8403,,2018,318228.0,3182.0,15911.0,31823.0,159114.0,444471.0,210294.0,159088.0,52056.0,25225022.0,2981184.0,6529147.0,9406300.0,21099511.0,17211946.0,1056876.0,3222341.0,5269215.0,13920934.0,164360.0,50535.0,81465.0,96855.0,148060.0,446209.0,141769.0,229756.0,273224.0,397587.0,885625.0,129497.0,291730.0,383037.0,712418.0,1026611.0,511447.0,741908.0,831417.0,1002885.0,1382174.0,878918.0,1167577.0,1244473.0,1374358.0,"$25,000 under $50,000"
3525,AK,5,51120,3152079,3183499,2441303,13129,29548,89858,27475,19626,,2018,318228.0,3182.0,15911.0,31823.0,159114.0,444471.0,210294.0,159088.0,52056.0,25225022.0,2981184.0,6529147.0,9406300.0,21099511.0,17211946.0,1056876.0,3222341.0,5269215.0,13920934.0,164360.0,50535.0,81465.0,96855.0,148060.0,446209.0,141769.0,229756.0,273224.0,397587.0,885625.0,129497.0,291730.0,383037.0,712418.0,1026611.0,511447.0,741908.0,831417.0,1002885.0,1382174.0,878918.0,1167577.0,1244473.0,1374358.0,"$50,000 under $75,000"
3526,AK,6,35680,3096500,3123982,2282594,13597,31746,87031,38713,28738,,2018,318228.0,3182.0,15911.0,31823.0,159114.0,444471.0,210294.0,159088.0,52056.0,25225022.0,2981184.0,6529147.0,9406300.0,21099511.0,17211946.0,1056876.0,3222341.0,5269215.0,13920934.0,164360.0,50535.0,81465.0,96855.0,148060.0,446209.0,141769.0,229756.0,273224.0,397587.0,885625.0,129497.0,291730.0,383037.0,712418.0,1026611.0,511447.0,741908.0,831417.0,1002885.0,1382174.0,878918.0,1167577.0,1244473.0,1374358.0,"$75,000 under $100,000"
3527,AK,7,59720,8177382,8251763,5906128,37997,102296,239577,182199,143361,,2018,318228.0,3182.0,15911.0,31823.0,159114.0,444471.0,210294.0,159088.0,52056.0,25225022.0,2981184.0,6529147.0,9406300.0,21099511.0,17211946.0,1056876.0,3222341.0,5269215.0,13920934.0,164360.0,50535.0,81465.0,96855.0,148060.0,446209.0,141769.0,229756.0,273224.0,397587.0,885625.0,129497.0,291730.0,383037.0,712418.0,1026611.0,511447.0,741908.0,831417.0,1002885.0,1382174.0,878918.0,1167577.0,1244473.0,1374358.0,"$100,000 under $200,000"
3528,AK,8,15500,4296294,4356997,2634377,38558,106074,195418,275792,356301,,2018,318228.0,3182.0,15911.0,31823.0,159114.0,444471.0,210294.0,159088.0,52056.0,25225022.0,2981184.0,6529147.0,9406300.0,21099511.0,17211946.0,1056876.0,3222341.0,5269215.0,13920934.0,164360.0,50535.0,81465.0,96855.0,148060.0,446209.0,141769.0,229756.0,273224.0,397587.0,885625.0,129497.0,291730.0,383037.0,712418.0,1026611.0,511447.0,741908.0,831417.0,1002885.0,1382174.0,878918.0,1167577.0,1244473.0,1374358.0,"$200,000 under $500,000"
3529,AK,9,1770,1186167,1210602,528850,18584,49639,69397,145985,278295,,2018,318228.0,3182.0,15911.0,31823.0,159114.0,444471.0,210294.0,159088.0,52056.0,25225022.0,2981184.0,6529147.0,9406300.0,21099511.0,17211946.0,1056876.0,3222341.0,5269215.0,13920934.0,164360.0,50535.0,81465.0,96855.0,148060.0,446209.0,141769.0,229756.0,273224.0,397587.0,885625.0,129497.0,291730.0,383037.0,712418.0,1026611.0,511447.0,741908.0,831417.0,1002885.0,1382174.0,878918.0,1167577.0,1244473.0,1374358.0,"$500,000 under $1,000,000"
3530,AK,10,740,1480608,1496697,359082,27222,81529,40859,336231,549149,,2018,318228.0,3182.0,15911.0,31823.0,159114.0,444471.0,210294.0,159088.0,52056.0,25225022.0,2981184.0,6529147.0,9406300.0,21099511.0,17211946.0,1056876.0,3222341.0,5269215.0,13920934.0,164360.0,50535.0,81465.0,96855.0,148060.0,446209.0,141769.0,229756.0,273224.0,397587.0,885625.0,129497.0,291730.0,383037.0,712418.0,1026611.0,511447.0,741908.0,831417.0,1002885.0,1382174.0,878918.0,1167577.0,1244473.0,1374358.0,"$1,000,000 or more"
3531,AZ,0,3094210,209780514,212186534,140964988,2062178,5137622,6031065,15455842,11396552,,2018,2901531.0,29015.0,145077.0,290153.0,1450766.0,459757.0,198158.0,140562.0,41679.0,213169058.0,36792422.0,68793862.0,92676467.0,181622305.0,139154779.0,12735070.0,32713647.0,48948146.0,113812301.0,1955265.0,823495.0,1153495.0,1322319.0,1791285.0,5024103.0,2014863.0,3060660.0,3565942.0,4731565.0,6343572.0,894504.0,1980232.0,2607961.0,4632431.0,15048690.0,10122768.0,12487950.0,13406632.0,14867002.0,12343720.0,7857869.0,10440795.0,11199767.0,12280422.0,No AGI Stub
3532,AZ,1,44880,-4995120,-4956161,357834,101776,92574,-336783,360500,-955857,,2018,2901531.0,29015.0,145077.0,290153.0,1450766.0,459757.0,198158.0,140562.0,41679.0,213169058.0,36792422.0,68793862.0,92676467.0,181622305.0,139154779.0,12735070.0,32713647.0,48948146.0,113812301.0,1955265.0,823495.0,1153495.0,1322319.0,1791285.0,5024103.0,2014863.0,3060660.0,3565942.0,4731565.0,6343572.0,894504.0,1980232.0,2607961.0,4632431.0,15048690.0,10122768.0,12487950.0,13406632.0,14867002.0,12343720.0,7857869.0,10440795.0,11199767.0,12280422.0,Under $1
3533,AZ,2,333750,1790891,1834946,1380689,27132,43177,170984,15407,-22636,,2018,2901531.0,29015.0,145077.0,290153.0,1450766.0,459757.0,198158.0,140562.0,41679.0,213169058.0,36792422.0,68793862.0,92676467.0,181622305.0,139154779.0,12735070.0,32713647.0,48948146.0,113812301.0,1955265.0,823495.0,1153495.0,1322319.0,1791285.0,5024103.0,2014863.0,3060660.0,3565942.0,4731565.0,6343572.0,894504.0,1980232.0,2607961.0,4632431.0,15048690.0,10122768.0,12487950.0,13406632.0,14867002.0,12343720.0,7857869.0,10440795.0,11199767.0,12280422.0,"$1 under $10,000"
3534,AZ,3,667260,11638758,11802225,9007187,66234,119307,970172,69244,18331,,2018,2901531.0,29015.0,145077.0,290153.0,1450766.0,459757.0,198158.0,140562.0,41679.0,213169058.0,36792422.0,68793862.0,92676467.0,181622305.0,139154779.0,12735070.0,32713647.0,48948146.0,113812301.0,1955265.0,823495.0,1153495.0,1322319.0,1791285.0,5024103.0,2014863.0,3060660.0,3565942.0,4731565.0,6343572.0,894504.0,1980232.0,2607961.0,4632431.0,15048690.0,10122768.0,12487950.0,13406632.0,14867002.0,12343720.0,7857869.0,10440795.0,11199767.0,12280422.0,"$10,000 under $25,000"
3535,AZ,4,804040,29057548,29358974,23992489,110400,223072,833796,193759,119007,,2018,2901531.0,29015.0,145077.0,290153.0,1450766.0,459757.0,198158.0,140562.0,41679.0,213169058.0,36792422.0,68793862.0,92676467.0,181622305.0,139154779.0,12735070.0,32713647.0,48948146.0,113812301.0,1955265.0,823495.0,1153495.0,1322319.0,1791285.0,5024103.0,2014863.0,3060660.0,3565942.0,4731565.0,6343572.0,894504.0,1980232.0,2607961.0,4632431.0,15048690.0,10122768.0,12487950.0,13406632.0,14867002.0,12343720.0,7857869.0,10440795.0,11199767.0,12280422.0,"$25,000 under $50,000"
3536,AZ,5,430920,26475855,26751062,19928140,126347,291415,617593,296212,216725,,2018,2901531.0,29015.0,145077.0,290153.0,1450766.0,459757.0,198158.0,140562.0,41679.0,213169058.0,36792422.0,68793862.0,92676467.0,181622305.0,139154779.0,12735070.0,32713647.0,48948146.0,113812301.0,1955265.0,823495.0,1153495.0,1322319.0,1791285.0,5024103.0,2014863.0,3060660.0,3565942.0,4731565.0,6343572.0,894504.0,1980232.0,2607961.0,4632431.0,15048690.0,10122768.0,12487950.0,13406632.0,14867002.0,12343720.0,7857869.0,10440795.0,11199767.0,12280422.0,"$50,000 under $75,000"
3537,AZ,6,272500,23615915,23844069,16789619,130099,314421,516301,382710,292996,,2018,2901531.0,29015.0,145077.0,290153.0,1450766.0,459757.0,198158.0,140562.0,41679.0,213169058.0,36792422.0,68793862.0,92676467.0,181622305.0,139154779.0,12735070.0,32713647.0,48948146.0,113812301.0,1955265.0,823495.0,1153495.0,1322319.0,1791285.0,5024103.0,2014863.0,3060660.0,3565942.0,4731565.0,6343572.0,894504.0,1980232.0,2607961.0,4632431.0,15048690.0,10122768.0,12487950.0,13406632.0,14867002.0,12343720.0,7857869.0,10440795.0,11199767.0,12280422.0,"$75,000 under $100,000"
3538,AZ,7,398400,53898025,54457238,37141128,349716,1002872,1293779,1665449,1306348,,2018,2901531.0,29015.0,145077.0,290153.0,1450766.0,459757.0,198158.0,140562.0,41679.0,213169058.0,36792422.0,68793862.0,92676467.0,181622305.0,139154779.0,12735070.0,32713647.0,48948146.0,113812301.0,1955265.0,823495.0,1153495.0,1322319.0,1791285.0,5024103.0,2014863.0,3060660.0,3565942.0,4731565.0,6343572.0,894504.0,1980232.0,2607961.0,4632431.0,15048690.0,10122768.0,12487950.0,13406632.0,14867002.0,12343720.0,7857869.0,10440795.0,11199767.0,12280422.0,"$100,000 under $200,000"
3539,AZ,8,117420,33397709,33864632,20697811,354864,1112109,1141623,2540259,2848237,,2018,2901531.0,29015.0,145077.0,290153.0,1450766.0,459757.0,198158.0,140562.0,41679.0,213169058.0,36792422.0,68793862.0,92676467.0,181622305.0,139154779.0,12735070.0,32713647.0,48948146.0,113812301.0,1955265.0,823495.0,1153495.0,1322319.0,1791285.0,5024103.0,2014863.0,3060660.0,3565942.0,4731565.0,6343572.0,894504.0,1980232.0,2607961.0,4632431.0,15048690.0,10122768.0,12487950.0,13406632.0,14867002.0,12343720.0,7857869.0,10440795.0,11199767.0,12280422.0,"$200,000 under $500,000"
3540,AZ,9,17020,11459802,11652368,5630095,196490,520079,391444,1519505,2344046,,2018,2901531.0,29015.0,145077.0,290153.0,1450766.0,459757.0,198158.0,140562.0,41679.0,213169058.0,36792422.0,68793862.0,92676467.0,181622305.0,139154779.0,12735070.0,32713647.0,48948146.0,113812301.0,1955265.0,823495.0,1153495.0,1322319.0,1791285.0,5024103.0,2014863.0,3060660.0,3565942.0,4731565.0,6343572.0,894504.0,1980232.0,2607961.0,4632431.0,15048690.0,10122768.0,12487950.0,13406632.0,14867002.0,12343720.0,7857869.0,10440795.0,11199767.0,12280422.0,"$500,000 under $1,000,000"
3541,AZ,10,8020,23441131,23577181,6039996,599120,1418596,432156,8412797,5229355,,2018,2901531.0,29015.0,145077.0,290153.0,1450766.0,459757.0,198158.0,140562.0,41679.0,213169058.0,36792422.0,68793862.0,92676467.0,181622305.0,139154779.0,12735070.0,32713647.0,48948146.0,113812301.0,1955265.0,823495.0,1153495.0,1322319.0,1791285.0,5024103.0,2014863.0,3060660.0,3565942.0,4731565.0,6343572.0,894504.0,1980232.0,2607961.0,4632431.0,15048690.0,10122768.0,12487950.0,13406632.0,14867002.0,12343720.0,7857869.0,10440795.0,11199767.0,12280422.0,"$1,000,000 or more"
3542,AR,0,1236750,75862692,76610435,50169369,717633,4490499,1942237,5527399,3532578,,2018,1150629.0,11506.0,57531.0,115063.0,575315.0,375940.0,167995.0,121661.0,36985.0,76722038.0,15862508.0,26477531.0,34589764.0,65673757.0,49475808.0,4139926.0,11072611.0,16885698.0,40537087.0,695324.0,341383.0,436367.0,485832.0,635408.0,4464272.0,3774760.0,4018546.0,4133094.0,4394703.0,2029454.0,240686.0,551932.0,718270.0,1360334.0,5409240.0,4170462.0,4719858.0,4936935.0,5342899.0,3834196.0,2349724.0,3238680.0,3484951.0,3815858.0,No AGI Stub
3543,AR,1,17790,-1455418,-1436254,144996,20227,19801,-96905,105416,-303760,,2018,1150629.0,11506.0,57531.0,115063.0,575315.0,375940.0,167995.0,121661.0,36985.0,76722038.0,15862508.0,26477531.0,34589764.0,65673757.0,49475808.0,4139926.0,11072611.0,16885698.0,40537087.0,695324.0,341383.0,436367.0,485832.0,635408.0,4464272.0,3774760.0,4018546.0,4133094.0,4394703.0,2029454.0,240686.0,551932.0,718270.0,1360334.0,5409240.0,4170462.0,4719858.0,4936935.0,5342899.0,3834196.0,2349724.0,3238680.0,3484951.0,3815858.0,Under $1
3544,AR,2,161980,884515,903017,713533,10921,11841,86316,8726,-5673,,2018,1150629.0,11506.0,57531.0,115063.0,575315.0,375940.0,167995.0,121661.0,36985.0,76722038.0,15862508.0,26477531.0,34589764.0,65673757.0,49475808.0,4139926.0,11072611.0,16885698.0,40537087.0,695324.0,341383.0,436367.0,485832.0,635408.0,4464272.0,3774760.0,4018546.0,4133094.0,4394703.0,2029454.0,240686.0,551932.0,718270.0,1360334.0,5409240.0,4170462.0,4719858.0,4936935.0,5342899.0,3834196.0,2349724.0,3238680.0,3484951.0,3815858.0,"$1 under $10,000"
